basePrice,demand,occupancy,weekend,season,leadDays,rating,finalPrice
5786,80,64,0,2,47,4.0,9035.0
5238,45,85,0,0,32,3.3,6555.0
3969,27,66,1,2,34,5.0,6211.0
2056,47,11,1,0,12,3.3,2577.0
2325,68,22,1,1,24,4.5,3304.0
4308,18,13,1,0,40,4.6,4986.0
4219,82,93,1,1,21,3.3,6859.0
5008,81,59,1,0,29,4.9,7309.0
5241,60,57,0,0,51,4.0,6632.0
3074,44,87,1,0,57,4.3,4156.0
5498,91,39,1,2,60,4.3,9147.0
3629,14,38,1,2,23,4.0,5231.0
3903,23,17,0,2,33,3.3,4887.0
4829,39,21,0,2,8,4.5,6645.0
2088,13,50,1,2,42,4.2,3120.0
3512,48,35,0,0,13,3.2,4070.0
3047,93,59,0,2,5,4.4,5309.0
1794,73,11,1,1,54,4.4,2611.0
3485,34,64,1,0,41,4.1,4458.0
4617,37,65,1,0,10,3.2,6059.0
3190,85,23,0,1,14,3.7,4435.0
2636,75,15,0,2,24,3.1,3766.0
3564,87,90,1,1,11,4.0,5748.0
5955,31,98,0,0,46,4.8,7674.0
2507,40,70,0,0,3,3.0,3511.0
4014,32,21,0,0,29,3.5,4472.0
5026,57,22,1,1,53,4.6,7132.0
2747,29,28,1,2,48,3.0,3999.0
5402,47,53,1,0,52,3.0,7032.0
2935,64,98,1,2,30,4.2,4968.0
2071,77,68,1,0,49,4.6,2846.0
3882,88,46,0,2,37,4.6,6075.0
2745,97,34,0,1,58,4.6,4013.0
3584,98,25,0,0,7,3.7,5091.0
1777,10,47,0,0,17,4.8,1965.0
3387,16,52,0,0,20,3.0,3754.0
2765,66,96,0,1,54,3.6,4142.0
2540,21,23,1,1,11,3.7,3149.0
2417,14,15,1,2,44,3.3,3267.0
2385,59,98,0,1,25,3.7,3474.0
4252,51,32,1,0,59,4.2,5595.0
1521,21,69,0,2,24,4.0,2350.0
4691,27,21,0,1,2,3.6,6396.0
3853,75,22,1,2,27,4.5,6025.0
2186,83,15,1,2,19,4.4,3283.0
1784,88,72,0,2,58,3.6,3022.0
5247,26,47,1,0,29,3.6,6443.0
2262,77,59,0,0,37,3.6,2945.0
3928,80,61,0,1,11,3.3,5564.0
4007,71,49,0,0,55,4.5,5134.0
1528,50,17,0,2,19,3.1,1979.0
2406,43,70,0,2,28,3.3,3704.0
4604,79,17,1,0,39,3.2,5928.0
5499,54,43,0,2,21,4.7,8119.0
4494,67,88,1,0,26,3.1,6319.0
4006,60,69,0,2,22,4.3,6193.0
5109,43,66,1,1,6,3.1,7959.0
5053,53,55,0,1,11,4.6,6904.0
2953,24,31,1,0,59,4.8,3762.0
4856,87,96,0,0,14,4.0,6788.0
2015,79,49,0,0,60,4.6,2772.0
1538,59,54,1,0,36,4.4,1969.0
4842,41,64,1,0,60,4.6,6466.0
2386,76,60,1,2,40,4.5,3869.0
4344,12,95,1,1,41,3.4,6172.0
3704,95,14,1,2,2,4.0,6272.0
2598,95,22,1,1,57,4.9,4008.0
3323,83,37,0,2,43,3.7,5086.0
4701,60,93,0,2,60,4.9,7642.0
4655,76,89,0,2,20,4.2,7570.0
4593,85,71,1,0,22,3.9,6730.0
5030,57,96,1,1,39,4.3,7900.0
5278,26,33,1,0,4,4.6,7214.0
4396,16,16,0,0,56,3.8,4830.0
4953,22,47,1,2,29,3.1,7294.0
5011,75,46,0,1,46,4.4,7285.0
2488,13,77,1,1,58,4.9,3718.0
5616,19,51,1,1,24,4.2,7726.0
5526,97,95,1,1,1,3.4,9779.0
5679,26,14,0,0,24,3.5,6191.0
3182,61,73,1,0,58,4.8,4656.0
5463,15,59,0,1,30,3.0,6651.0
2433,92,96,1,0,12,4.1,3828.0
5098,78,24,1,1,19,3.3,7381.0
4733,83,82,1,0,37,3.6,7002.0
3480,18,62,1,2,58,3.6,5127.0
3355,100,34,0,2,40,3.4,5084.0
4556,86,98,1,1,43,4.6,7510.0
2292,92,94,0,1,54,3.7,3594.0
2291,30,18,1,0,4,3.7,2920.0
3309,33,47,1,1,15,3.9,4556.0
3755,13,31,1,1,20,4.8,4873.0
5110,33,96,0,0,44,4.4,6580.0
3107,68,58,1,1,20,3.1,4793.0
2484,12,77,0,1,54,3.1,3137.0
5176,77,24,0,2,55,4.1,7729.0
4880,49,74,1,2,21,4.8,7945.0
2019,57,63,0,2,10,3.6,3052.0
2090,63,39,1,1,30,3.5,2946.0
2550,44,29,0,0,24,4.5,3063.0
5133,65,42,0,2,48,4.2,7610.0
5944,98,95,0,1,55,4.1,9407.0
2459,49,86,0,2,40,3.3,3667.0
2192,86,16,1,0,52,3.4,3007.0
5399,77,17,0,0,40,3.6,6738.0
5973,55,37,1,0,38,3.4,7833.0
4446,87,54,0,0,3,4.9,6459.0
2026,22,82,1,0,29,3.0,2512.0
4724,36,98,1,0,8,4.3,6605.0
3753,15,89,0,1,29,4.0,5000.0
4844,26,83,0,2,55,3.6,7104.0
5465,45,20,1,0,10,4.8,7046.0
3375,90,40,0,2,5,4.3,5670.0
3263,11,21,0,2,11,5.0,4275.0
2020,86,87,0,1,4,3.3,3286.0
2516,61,60,0,0,49,3.2,3291.0
1616,75,53,0,0,58,3.3,2058.0
3933,61,59,0,1,35,3.5,5615.0
2083,52,26,0,1,50,3.8,2780.0
1894,99,44,0,1,40,4.7,2859.0
5288,31,10,0,1,56,3.6,6304.0
4268,64,38,1,1,12,4.8,6266.0
5667,76,60,0,2,21,3.9,8794.0
5360,69,73,0,1,16,4.3,7721.0
1773,67,13,0,0,14,3.5,2211.0
3513,21,96,0,0,21,3.3,4314.0
5933,97,37,0,1,48,4.7,8538.0
2889,78,25,1,1,27,3.2,4195.0
5066,93,72,1,1,36,4.5,8094.0
1665,48,85,0,1,1,4.2,2637.0
3067,22,62,1,1,1,4.7,4681.0
2228,50,94,0,0,22,4.4,3126.0
3543,66,26,0,2,15,3.6,4965.0
5697,62,49,1,1,52,4.1,8350.0
4996,21,22,1,1,20,3.0,6452.0
2278,22,61,1,1,3,4.0,3425.0
1713,83,67,1,0,14,3.2,2207.0
5262,66,46,1,0,9,3.9,7301.0
3076,49,88,0,2,19,3.2,4739.0
3948,89,85,0,2,40,4.9,6399.0
4436,54,70,0,2,34,4.0,6598.0
4617,44,88,1,2,4,4.8,8040.0
2091,12,43,0,0,33,3.0,2267.0
4220,14,79,1,2,43,4.3,6637.0
2213,99,26,0,1,37,3.6,3089.0
2435,20,29,1,0,2,3.9,3204.0
5837,80,82,1,0,27,4.7,8725.0
1501,65,68,0,0,45,5.0,2021.0
4348,19,78,0,1,17,3.5,5683.0
5544,43,96,0,0,49,4.9,7385.0
3449,76,42,0,1,50,4.4,4659.0
2417,81,87,1,2,53,4.9,4249.0
4674,40,26,0,0,60,4.1,5512.0
3741,84,66,1,1,31,4.9,5796.0
1589,80,92,0,0,41,4.8,2196.0
3209,75,10,0,2,6,3.3,4806.0
3669,79,22,0,0,60,3.6,4467.0
5738,50,36,0,2,52,3.5,8091.0
4541,72,79,0,0,31,4.1,6246.0
1605,41,68,1,1,3,4.6,2530.0
2386,29,15,0,2,40,4.5,3261.0
1927,66,32,1,0,3,4.5,2971.0
3395,59,19,0,2,33,3.8,4598.0
1816,89,60,1,2,52,3.3,3038.0
2134,34,28,0,1,59,3.4,2548.0
3425,21,60,0,1,13,4.5,4355.0
3556,80,96,0,1,21,3.3,5221.0
4644,48,77,1,1,37,3.4,6806.0
3770,26,93,1,2,16,3.8,5868.0
2939,54,92,0,2,21,3.1,4470.0
2052,20,51,0,0,56,3.4,2430.0
2215,79,100,0,0,48,3.3,3104.0
5411,32,66,1,0,56,4.9,7476.0
3213,100,77,0,1,44,3.4,4861.0
4889,79,47,1,2,13,4.7,8108.0
2607,47,71,0,2,4,3.2,4319.0
5706,11,16,1,0,31,4.7,6579.0
1750,95,80,1,0,9,4.2,2754.0
3930,93,59,1,2,48,4.7,6605.0
3554,98,61,0,1,33,4.7,5382.0
1958,88,35,1,0,37,4.2,2823.0
1707,81,35,0,0,53,4.8,2013.0
2399,46,28,1,2,37,4.2,3593.0
4961,58,18,0,2,24,4.4,7073.0
4885,61,70,1,0,25,3.8,6647.0
1521,42,29,1,0,51,4.8,1982.0
1909,31,59,0,1,41,4.6,2705.0
2394,14,89,0,1,29,3.3,3045.0
2014,27,90,1,1,59,4.2,3079.0
5609,47,31,1,1,40,4.8,7988.0
3634,46,22,0,0,51,4.6,4118.0
5095,73,21,1,0,50,4.9,6801.0
4456,19,19,1,0,47,3.5,5236.0
3060,88,74,0,1,36,3.7,4679.0
2766,51,39,0,0,15,4.0,3406.0
3669,57,17,0,2,45,3.5,5069.0
5138,53,30,1,1,60,3.8,7251.0
2249,91,31,1,2,18,4.1,3384.0
4927,96,27,1,1,20,3.4,7456.0
3427,25,75,0,0,5,3.5,4469.0
5304,63,57,1,1,18,3.2,7678.0
5202,44,53,0,2,60,4.4,7574.0
3856,37,18,0,1,40,3.7,4646.0
3835,11,76,1,2,1,3.4,6234.0
1806,22,63,0,0,19,4.0,2234.0
5165,50,35,1,2,23,3.1,7594.0
3489,89,94,0,0,26,4.8,4971.0
2161,68,35,0,2,49,3.6,3155.0
1811,78,43,0,0,29,4.8,2404.0
4420,62,17,1,2,59,4.0,6722.0
2582,54,19,0,0,34,4.7,3162.0
4471,29,57,1,0,19,3.5,5816.0
2254,33,64,0,0,48,3.4,2792.0
5630,70,63,0,2,18,4.7,8679.0
1852,100,87,0,2,2,3.4,3485.0
2402,67,49,1,0,60,4.5,3188.0
5388,36,24,1,1,27,3.7,7327.0
1658,35,90,1,0,6,4.5,2616.0
3477,16,27,1,1,39,4.8,4835.0
2456,51,32,1,0,6,5.0,3647.0
3571,56,71,0,2,59,3.7,5321.0
1903,62,55,0,1,6,3.7,2957.0
4279,68,96,1,2,31,5.0,7361.0
2887,47,48,1,1,41,4.7,4291.0
4953,78,24,1,1,40,3.1,7136.0
2455,96,62,1,1,30,4.1,4032.0
3212,62,97,0,1,56,3.4,4663.0
2773,24,73,1,2,54,5.0,4443.0
5311,35,72,1,1,21,3.3,7534.0
4125,57,89,1,0,41,4.1,5974.0
3882,28,25,1,0,44,4.3,4537.0
2941,18,79,0,1,18,4.9,4019.0
4479,73,75,0,2,23,4.7,7142.0
3297,63,22,1,2,38,3.5,5046.0
5890,60,56,0,1,23,4.1,7915.0
5509,48,18,0,2,28,4.9,7744.0
2894,13,72,1,2,36,4.5,4537.0
5781,12,43,1,2,25,4.4,8368.0
2769,73,90,0,1,7,4.5,4346.0
5214,38,100,0,0,18,3.6,6573.0
2029,20,38,0,0,20,4.5,2425.0
5123,67,46,0,0,5,3.5,7081.0
4458,84,52,0,0,18,3.9,5973.0
4414,36,95,1,0,42,4.8,6234.0
5091,30,73,0,2,40,3.0,7205.0
3647,48,33,0,2,33,3.8,5353.0
4869,55,80,0,2,15,3.5,7346.0
2439,75,43,0,1,35,3.4,3274.0
2025,100,57,0,2,47,4.7,3305.0
1501,45,21,0,0,46,4.4,1788.0
1874,84,32,0,2,1,3.2,3124.0
3840,91,88,0,0,21,4.0,5343.0
5505,74,22,1,2,8,3.9,8743.0
4552,72,96,1,0,7,3.3,7131.0
3865,44,54,0,2,41,4.6,5570.0
3025,40,74,1,0,50,3.7,3850.0
5976,37,56,1,0,44,4.5,7823.0
3146,10,67,1,1,40,3.4,4365.0
1513,34,14,1,2,40,3.6,2253.0
3778,52,86,1,0,30,3.2,5239.0
4655,93,14,1,2,38,3.3,7304.0
1629,76,69,0,0,35,4.8,2317.0
5314,72,30,0,1,2,3.2,7798.0
4716,60,33,1,1,46,3.2,6699.0
4438,11,27,0,1,8,4.9,5298.0
5428,91,30,1,1,38,4.3,8015.0
3540,73,63,0,0,4,3.2,5095.0
1527,83,19,0,2,37,4.9,2552.0
3613,78,33,0,1,21,3.3,4958.0
2752,18,94,1,1,13,4.5,4111.0
5856,11,98,0,1,9,3.1,7796.0
3546,43,69,0,2,45,4.2,5280.0
5523,69,66,1,0,29,4.1,7593.0
5896,70,32,1,0,41,3.4,7855.0
4874,40,31,0,0,56,4.3,5834.0
4966,19,77,1,0,24,4.2,6523.0
4581,85,43,0,2,16,4.6,7078.0
5278,45,79,0,2,12,4.8,8101.0
2129,94,37,1,2,2,4.0,3778.0
1769,58,48,1,1,19,4.0,2715.0
4139,79,51,0,2,30,4.2,6402.0
3493,58,32,1,0,16,4.5,4680.0
4391,12,79,0,2,24,3.7,6338.0
4932,83,89,1,1,13,4.0,7976.0
2780,14,11,1,0,5,4.2,3594.0
3860,99,33,1,2,23,5.0,6319.0
2075,70,26,1,0,56,4.2,2808.0
2807,94,74,1,0,38,3.4,4210.0
4692,99,79,0,2,31,4.2,7570.0
4678,35,78,0,2,53,4.6,7039.0
4234,81,69,0,1,56,4.7,6248.0
3712,14,59,1,2,17,4.6,5363.0
3852,24,21,0,2,49,4.8,5271.0
5068,25,56,0,2,49,3.7,7254.0
3155,10,76,1,0,3,4.0,4436.0
3079,25,74,1,1,26,4.6,4238.0
3703,46,36,1,0,13,3.5,4747.0
2890,12,57,0,2,44,3.7,4083.0
3242,61,97,0,1,38,4.7,4720.0
3425,56,71,1,2,22,4.5,5567.0
2119,22,53,0,0,21,4.9,2470.0
2774,89,28,0,0,29,5.0,3621.0
2456,64,68,1,2,45,3.5,3945.0
3439,30,17,0,1,46,4.8,4420.0
5453,75,64,1,0,39,3.2,7722.0
3881,63,56,0,2,5,4.4,6329.0
2468,36,11,1,2,14,3.4,3676.0
2816,47,48,0,2,18,3.6,3893.0
2543,99,54,0,1,4,4.9,4053.0
1781,67,41,1,2,33,3.5,2869.0
4344,71,74,1,2,39,4.3,7262.0
2558,55,47,1,0,20,3.4,3376.0
5793,98,86,1,2,13,3.2,10078.0
4032,20,20,0,1,36,3.7,4787.0
5328,81,19,1,2,45,4.2,8553.0
2508,17,68,1,1,4,3.5,3866.0
2729,80,99,1,2,35,3.6,4699.0
2535,73,64,1,2,8,4.4,4297.0
1775,30,29,1,2,52,3.2,2623.0
4240,81,90,0,1,40,3.9,6322.0
3789,72,26,1,0,57,4.9,5092.0
2739,94,77,1,1,49,3.8,4272.0
1625,73,14,1,0,47,3.9,2064.0
5565,29,69,0,1,36,4.5,7435.0
5812,17,32,0,2,6,4.6,8655.0
5368,67,55,0,2,56,4.5,8103.0
2708,55,61,1,0,22,5.0,3747.0
4749,40,19,1,0,60,3.1,5702.0
2418,18,55,0,1,6,5.0,3382.0
5423,24,37,0,1,42,4.9,6955.0
5903,35,52,1,0,36,4.7,7722.0
3469,19,35,1,0,9,3.9,4192.0
4293,38,64,1,1,16,4.7,6307.0
2391,89,57,0,0,39,3.4,3027.0
5970,45,38,1,0,46,4.6,7639.0
3533,93,36,1,0,59,3.4,4858.0
2864,46,27,0,0,38,4.6,3366.0
1628,95,69,0,2,33,4.2,2706.0
2514,80,83,0,2,18,3.2,3912.0
3299,32,78,1,0,12,4.8,4396.0
3018,50,83,0,1,54,4.2,4367.0
5681,89,30,0,2,27,4.3,8555.0
2698,37,33,1,1,47,3.6,3780.0
5373,57,12,1,1,1,4.7,8216.0
3974,47,71,0,2,15,4.1,5871.0
4985,40,11,1,1,47,3.8,6530.0
5549,23,75,0,1,27,4.1,7334.0
5219,82,51,1,0,16,4.4,7434.0
1802,100,43,1,0,21,4.4,2595.0
5452,97,51,0,0,1,3.7,8063.0
2486,86,29,0,2,29,3.8,3825.0
3363,99,77,0,0,3,4.1,5223.0
5940,38,54,1,1,12,4.8,8627.0
4572,60,84,0,1,60,4.5,6555.0
4624,58,51,1,1,28,3.8,6815.0
2827,52,56,1,1,39,3.7,4311.0
3908,81,14,0,1,37,4.0,5356.0
5173,96,98,1,2,31,4.7,9213.0
4791,14,58,1,1,60,3.0,6367.0
5533,51,46,0,2,31,4.4,8114.0
2203,16,43,1,1,58,3.6,3009.0
2074,51,82,1,2,33,3.4,3360.0
4732,45,79,0,2,33,3.0,6895.0
4132,36,27,0,1,47,4.8,5361.0
5328,67,87,1,1,40,4.8,8493.0
4730,55,28,1,1,11,3.1,6468.0
1988,75,87,1,1,46,4.0,3230.0
2847,34,49,1,0,29,3.3,3601.0
5181,82,26,0,0,25,4.5,6600.0
4673,36,69,1,2,55,4.3,7389.0
3167,10,51,1,2,13,3.6,4627.0
3137,96,90,1,0,51,3.2,4650.0
5614,83,81,1,2,44,4.7,9717.0
5053,51,74,0,1,54,4.3,7069.0
2500,61,62,1,2,19,3.0,3999.0
2350,34,16,0,2,58,4.3,3168.0
2888,63,14,0,2,36,4.6,4185.0
5212,76,33,0,0,28,4.2,6546.0
2867,15,37,0,0,4,3.8,3430.0
2321,67,71,0,2,3,4.2,3952.0
1954,79,26,1,1,58,4.2,2979.0
3124,62,29,0,2,38,4.3,4588.0
4272,75,12,0,0,37,4.9,5233.0
5226,67,46,0,1,43,3.4,7146.0
4647,91,99,1,2,25,4.2,8138.0
5589,96,24,0,0,41,3.4,7167.0
3690,11,60,1,1,35,3.4,5062.0
2416,85,57,0,2,29,4.3,3788.0
5486,31,17,0,0,41,4.8,6194.0
4375,46,22,1,1,29,3.3,5835.0
2940,29,57,1,2,12,4.9,4599.0
5900,33,12,1,1,35,3.6,7717.0
2235,93,74,0,1,20,3.8,3079.0
5068,74,82,1,1,17,3.3,7851.0
4838,74,40,1,0,53,4.2,6595.0
4515,90,35,1,2,12,4.2,7283.0
4389,10,90,1,1,57,3.9,6321.0
2461,12,65,1,1,50,4.0,3343.0
4489,55,43,0,1,36,4.2,5960.0
5348,64,18,1,0,10,4.2,7043.0
2526,84,71,0,1,18,3.7,3729.0
5365,97,22,1,0,30,4.8,7423.0
4363,95,78,1,0,8,4.3,6528.0
4001,73,50,0,1,41,3.4,5455.0
3447,54,86,0,1,51,3.6,4743.0
2677,35,10,0,0,13,4.6,2861.0
1511,86,98,0,0,31,3.2,2165.0
5899,74,56,1,1,57,4.5,8916.0
4864,33,13,0,0,6,3.7,5867.0
4522,83,72,1,0,54,4.1,6532.0
4871,44,61,1,1,7,3.6,7892.0
4330,33,19,1,1,60,5.0,5940.0
1542,37,37,0,2,21,4.8,2276.0
2443,89,15,0,1,38,4.9,3303.0
3890,25,36,0,1,43,3.4,4847.0
4045,68,21,1,1,49,4.7,5845.0
3911,90,71,0,2,51,4.1,6207.0
2504,63,61,0,0,28,4.4,3197.0
1520,88,57,1,1,57,3.4,2269.0
1906,25,76,0,1,44,4.4,2568.0
2514,24,55,1,2,21,4.8,3814.0
5931,20,83,0,2,21,3.5,8470.0
3338,74,24,0,2,24,3.5,4836.0
4688,88,80,0,0,27,3.2,6441.0
2214,99,45,0,2,27,3.5,3340.0
5646,77,23,0,0,13,4.1,6925.0
5354,52,87,1,1,50,4.7,8261.0
5919,78,12,0,1,29,3.6,7778.0
1640,22,76,0,1,39,4.2,2303.0
2463,19,95,0,2,57,4.0,3742.0
1872,84,28,0,1,55,3.6,2687.0
5135,91,85,0,2,28,4.0,8449.0
4041,50,63,0,0,37,3.3,5062.0
5110,59,78,0,1,29,4.3,7289.0
3192,96,19,1,0,48,3.2,4262.0
1605,80,42,1,2,22,4.5,2568.0
3181,68,22,0,2,36,3.4,4406.0
5597,48,60,1,1,30,5.0,8249.0
5516,12,41,0,1,28,4.6,6822.0
4136,85,84,1,2,23,3.7,7047.0
3637,16,33,0,1,33,3.9,4684.0
4916,58,44,0,1,4,3.5,7132.0
5945,35,92,1,0,3,4.5,8949.0
5030,42,79,0,2,32,3.8,7725.0
2786,57,49,1,0,4,4.5,4049.0
4679,88,63,0,1,1,3.0,7224.0
5154,11,53,0,0,12,3.3,5707.0
3859,80,71,0,2,13,3.7,5988.0
1944,41,77,0,0,34,3.2,2503.0
1535,13,42,1,0,60,4.2,1882.0
2975,29,86,0,1,59,3.1,3868.0
5457,45,65,1,2,29,4.7,8736.0
3298,41,45,1,1,9,4.5,4703.0
3345,37,63,0,1,31,3.4,4273.0
2908,86,28,0,2,7,4.0,4802.0
3208,10,52,1,0,13,3.9,3969.0
4438,69,21,1,1,54,4.4,6254.0
2800,65,20,0,0,2,3.8,3582.0
2743,44,79,1,2,33,3.1,4300.0
5476,39,21,1,1,50,3.5,7287.0
4597,63,100,1,0,7,3.9,7323.0
1509,45,50,0,0,18,4.9,1813.0
3925,64,34,1,1,51,4.8,5725.0
3160,98,12,1,2,8,3.4,4915.0
4131,89,12,1,0,55,4.4,5678.0
2572,67,93,1,2,12,4.9,4325.0
4725,92,37,0,1,43,3.0,6483.0
2816,74,32,0,0,59,4.4,3536.0
5645,78,57,1,0,30,3.9,8019.0
5183,60,76,1,0,59,4.4,7338.0
4773,31,51,1,2,9,4.2,7196.0
1645,97,97,0,0,28,5.0,2355.0
4540,62,49,0,0,4,3.6,6076.0
2962,45,15,1,1,39,4.6,4258.0
3084,77,29,1,0,17,3.5,4266.0
1982,45,20,0,2,11,3.9,2774.0
4679,61,36,1,1,59,5.0,6851.0
2749,62,30,1,1,2,4.5,4210.0
2130,91,22,0,0,23,3.6,2662.0
2161,59,95,0,1,50,4.2,3239.0
5003,89,44,0,0,22,3.1,6492.0
4352,50,56,0,1,26,3.5,5784.0
3966,27,95,0,2,12,4.4,6039.0
2487,31,37,1,0,32,4.1,3222.0
3046,75,30,0,2,9,3.9,4512.0
2149,30,27,0,0,43,4.4,2535.0
2468,53,40,0,2,5,3.8,4046.0
4137,56,69,0,2,26,3.1,6358.0
2600,48,46,0,1,7,3.9,3722.0
1940,38,30,0,0,29,4.8,2314.0
2269,63,23,1,1,33,4.7,3329.0
2843,99,98,0,2,24,3.8,4756.0
5858,94,100,1,0,25,3.0,8941.0
5229,26,69,1,2,31,4.3,8087.0
5406,89,32,0,2,29,4.5,8278.0
3077,69,38,0,2,5,3.6,4803.0
5508,40,56,1,2,38,4.0,8352.0
4851,82,39,1,1,45,5.0,7353.0
3849,87,99,1,2,11,4.2,6467.0
5102,58,93,0,1,32,3.7,7464.0
2741,11,47,1,2,8,4.3,4102.0
2625,57,92,0,0,20,3.4,3499.0
4101,23,36,0,2,34,3.4,5646.0
2690,68,98,1,2,47,4.8,4602.0
5631,67,96,0,0,42,3.5,7579.0
5948,67,24,0,0,8,3.6,7103.0
1572,60,68,1,2,2,4.1,2867.0
3414,93,12,1,2,21,4.8,5246.0
3972,11,19,0,1,15,4.6,4859.0
4546,50,88,1,0,6,3.1,6653.0
2207,92,89,0,0,5,4.4,3385.0
3304,91,26,1,1,54,4.0,4833.0
5213,25,92,1,2,54,4.0,8231.0
4064,13,20,1,2,3,4.4,6234.0
3975,21,57,1,0,43,3.4,4916.0
5110,38,14,0,1,43,5.0,6509.0
5755,16,78,1,2,16,4.3,8877.0
4323,23,73,0,0,35,3.7,5249.0
3235,21,23,0,2,9,4.2,4372.0
3085,14,59,1,2,35,3.4,4385.0
1566,90,35,1,2,19,4.3,2799.0
4561,41,81,1,0,43,3.1,5899.0
3928,83,78,1,1,46,3.7,6202.0
5653,52,16,1,1,34,4.5,7928.0
1841,90,25,0,2,39,4.6,2837.0
4274,78,64,1,1,10,3.5,6500.0
4317,54,87,0,2,10,4.1,6825.0
4161,18,65,0,0,20,4.1,4991.0
2732,58,13,0,0,1,3.8,3525.0
5374,42,57,0,0,6,3.5,7111.0
3901,27,26,1,2,53,4.4,5631.0
2994,18,45,1,1,46,3.5,3931.0
5711,71,79,0,0,59,4.8,7707.0
2161,66,89,0,2,2,4.1,3531.0
5383,38,47,1,1,38,4.7,7651.0
5119,87,71,0,1,33,3.6,7577.0
3368,34,57,1,1,3,4.6,5194.0
3834,24,19,0,2,36,3.2,5032.0
4874,15,45,1,2,13,4.5,7220.0
2516,51,38,0,2,35,3.8,3655.0
5906,38,87,0,0,15,3.9,7430.0
1707,88,13,0,2,45,3.3,2674.0
4165,13,53,1,0,22,3.0,5034.0
3993,91,65,1,0,43,4.3,5697.0
2132,66,51,1,0,4,4.2,3153.0
3602,58,22,0,2,17,4.2,5277.0
4459,53,55,0,0,5,3.5,6164.0
4583,89,91,0,2,21,3.5,7285.0
3431,84,42,0,2,57,4.7,5276.0
5219,23,30,0,0,24,4.5,5819.0
4062,12,89,0,0,31,3.7,4934.0
3179,71,88,1,0,40,4.3,4515.0
1736,73,66,1,2,53,4.7,3050.0
5943,54,78,1,2,56,4.8,9635.0
3040,91,79,0,0,30,3.0,4107.0
5443,67,76,1,0,42,4.6,7660.0
1863,29,57,0,1,7,3.7,2719.0
3868,67,85,0,0,49,4.4,4987.0
1785,98,42,1,1,60,3.7,2726.0
1648,66,45,0,1,7,4.2,2461.0
5537,86,42,0,2,27,4.3,8446.0
3266,77,40,0,2,24,3.8,5029.0
2512,87,30,0,1,19,4.0,3668.0
4331,61,36,0,1,41,4.5,5815.0
4007,46,100,1,0,56,4.0,5663.0
3023,17,81,1,1,34,3.0,4154.0
4285,53,71,0,0,22,3.0,5206.0
4056,14,35,0,2,52,4.3,5354.0
5225,78,75,1,0,51,4.7,7506.0
3101,40,21,1,2,27,4.6,4752.0
3908,54,31,1,1,6,3.6,6030.0
1840,18,26,0,1,10,3.9,2130.0
4317,41,16,1,1,45,3.5,5685.0
3996,42,77,1,0,31,5.0,5411.0
3225,76,46,0,2,25,3.5,4664.0
3189,39,47,0,2,2,3.8,5000.0
4767,85,20,1,2,10,4.4,7603.0
5906,38,10,0,2,10,4.8,8262.0
1761,12,34,1,2,26,3.1,2276.0
2942,99,51,1,0,5,3.6,4688.0
1905,66,61,0,2,22,4.1,2998.0
3690,39,33,0,1,4,4.2,5323.0
5937,18,62,1,2,55,3.1,8820.0
1743,35,65,0,1,34,4.3,2428.0
5607,11,72,0,0,7,4.1,7314.0
2060,71,90,0,0,50,4.7,2747.0
5637,12,17,0,1,17,3.4,6521.0
4225,55,68,0,2,11,3.4,6267.0
2093,77,54,0,0,53,4.6,2859.0
3326,34,36,0,0,50,4.4,3993.0
4729,60,61,1,0,8,4.6,6617.0
4787,22,27,0,2,28,4.6,6512.0
5573,53,100,1,1,60,3.2,8307.0
1633,44,95,0,1,44,3.6,2377.0
4638,64,25,1,2,56,3.5,7186.0
5419,96,75,0,0,33,4.9,7656.0
1572,18,14,1,2,52,4.0,2261.0
5994,11,91,0,2,25,3.2,8457.0
5725,70,12,1,1,21,3.6,8004.0
4478,50,100,0,2,12,4.7,6982.0
5861,53,90,0,2,59,4.7,9157.0
3485,73,89,1,0,26,4.8,5230.0
2292,40,79,1,0,29,3.8,3133.0
5759,56,16,0,1,38,4.3,7351.0
1594,11,59,1,0,35,3.6,2145.0
2633,91,23,1,2,37,3.4,4213.0
1737,86,47,0,2,46,3.0,2571.0
4446,78,88,1,2,44,3.4,7488.0
4030,67,56,0,1,45,4.2,5584.0
3460,53,42,1,0,45,4.8,4630.0
2548,83,52,0,2,29,3.3,3764.0
4029,65,100,1,0,49,4.8,5982.0
4464,52,38,0,0,24,3.7,5412.0
2463,98,66,0,0,59,3.9,3439.0
2036,43,14,1,0,15,3.7,2517.0
5723,39,69,1,1,6,3.8,9074.0
5179,80,79,0,1,32,3.5,7603.0
5687,79,11,0,1,44,4.4,7751.0
5224,64,79,1,2,34,4.5,8677.0
2042,76,52,1,2,36,4.6,3266.0
2345,22,13,1,2,20,3.7,3340.0
5103,12,65,1,1,57,4.5,7189.0
4536,35,68,1,0,57,4.3,5976.0
3994,66,98,1,1,53,4.9,6544.0
5985,33,18,0,2,12,3.8,8109.0
4219,62,12,1,2,35,5.0,6586.0
3384,79,99,1,0,49,4.5,4970.0
5638,52,57,1,1,38,4.6,8390.0
5849,69,52,1,0,56,3.1,7937.0
4701,67,100,0,1,17,4.0,7180.0
4210,58,10,0,2,27,4.1,5956.0
3453,51,66,0,0,17,3.1,4319.0
5350,85,62,0,0,11,3.6,6988.0
2189,75,25,1,1,55,4.9,3261.0
